,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
256,Bahumukham,"Bahumukham is a 2024 Indian Telugu-language feature film. It is directed and Produced by HarShiv Karthik and Co produced by Arvind Reddy under Crystal Mountain Productions. HarShiv Karthik and Maria Martynova, Swarnima Singh are in lead roles. The film was theatrically released on 5 April 2024.[1][2][3][4][5][6]",HarShiv Karthik,HarShiv Karthik,HarShiv Karthik,"HarShiv Karthik, Maria Martynova, Swarnima Singh, Vivaan Lalam, Raghu, Vee Bhakta, Vamsi Hari, Ravi Avirineni, Daniel Carrai",Luke Fletcher,"HarShiv Karthik,, Garry Bh",5 April 2024,India,Telugu
257,Bajrang Aur Ali,"Bajrang Aur Ali is a 2024 Indian Hindi-language Social Drama film written and directed by Jaiveer and produced by Suresh Sharma under UtterUp Films. It stars Sachin Parikh and Gauri Shankar.[2] The film promotes religious harmony between Hindus and Muslims, focusing on how the nation belongs to all Indians, irrespective of caste, creed, or religion.[3][4][5][6]",Jaiveer,"Jaiveer, Amit Mishra",Suresh Sharma,"Sachin Parikh, Gauri Shankar, Jaiveer",Ravi Bhatt,Bharat Singh,7 June 2024,India,Hindi
258,The Balconettes,"The Balconettes (French: Les Femmes au balcon) is a 2024 French comedy horror film directed by, co-written by, and starring Noémie Merlant.[3] The film, which co-stars Souheila Yacoub and Sanda Codreanu, follows three young women during a heatwave in the south of France.",Noémie Merlant,"Noémie Merlant, Céline Sciamma",Pierre Guyard,"Souheila Yacoub, Sanda Codreanu, Noémie Merlant, Lucas Bravo, Nadège Beausson-Diagne, Christophe Montenez",Evgenia Alexandrova,Julien Lacheray,19 May 2024(Cannes),France,French
259,Balota,"Balota (lit. 'Ballot') is a 2024 Philippine political thriller film written and directed by Kip Oebanda. The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles. The film premiered in competition at the 20th Cinemalaya Philippine Independent Film Festival on August 2, 2024. It was produced by GMA Pictures, GMA Entertainment Group, and the Film Development Council of the Philippines.",Kip Oebanda,Kip Oebanda,"Nessa S. Valdellon, Lilybeth G. Rasonable",Marian Rivera,Tey Clamor,Chuck Gutierrez,"August 3, 2024(Cinemalaya)1",Philippines,Filipino
260,Balu Gani Talkies,Balu Gani Talkies is a 2024 Indian Telugu-language comedy thriller film co-written and directed by Viswanath Pratap.[1] The film stars Shiva Ramachandra Varapu and Saranya Sharma in the lead roles.[2],Viswanath Pratap,,Sreenidhi Sagar,"Shivakumar Ramachandravarapu, Saranya Sharma",Balu Sandilyasa,Anwar ali,4 October 2024,India,Telugu
261,Bam Bam: The Sister Nancy Story,"Bam Bam: The Sister Nancy Story is a Canadian documentary film, directed by Alison Duke and released in 2024.[1] The film is a portrait of Sister Nancy, the pioneering Jamaican reggae musician who remains relatively unknown to 21st-century audiences even though her 1982 single ""Bam Bam"" is one of the most heavily sampled songs in contemporary music.[2]",Alison Duke,Alison Duke,"Ngardy Conteh George, Alison Duke",Sister Nancy,Lucas Joseph,Eugene Weis,June 2024(Tribeca),Canada,English
262,Bambara Wasanthe,"The film marked the thirteenth cinematic direction of Mohan Niyaz,[4][9] who previously directed the films Yasōmā (1997), Blendings (1997), Anurāgayē Ananthaya (2000), Sanda Yahanata (2000), Kalu Sudu Mal (2002), Eka Malaka Pethi (2006), Api Marenne Na (2014) and Sri Wickrama (2023).[10] TT Nades is the producer, whereas story, dialogues and screenplay made by Jagath Galappatti who also made a supportive role.[3][11]","Mohan Niyaz, [, 2, ]",Jagath Galappatti,Uni Lanka Films,"Channa Perera, Tanasha Satharasinghe, Jagath Galappatti, Gayesha Perera, Buddhika Jayarathne, Rex Kodippili",K.D. Dayananda,Anura Bandara,15 March 2024,Sri Lanka,Sinhala
263,Bandaa Singh Chaudhary,"Bandaa Singh Chaudhary is a 2024 Indian Hindi-language action drama film directed by Abhishek Saxena and produced by Arbaaz Khan. Starring Arshad Warsi and  Meher Vij, the film is set around Punjab in 1984 where a man fights with militants for survival.
[1][2][3]",Abhishek Saxena,"Abhishek Saxena, Shaheen Iqbal","Arbaaz Khan, Manish Mishra","Arshad Warsi, Meher Vij",Simarjit Singh Suman,Sanjay Sankla,25 October 2024,India,Hindi
264,La bandera,"La bandera (transl. 'The Flag') is a 2024 Spanish comedy-drama film directed by Martín Cuervo [es] from a screenplay by Guillem Clua based on Clua's play Al damunt dels nostres cants. It stars Imanol Arias, Ana Fernández, Miquel Fernández, and Aitor Luna.",Martín Cuervo,,"Eduardo Campoy, Adolfo Blanco, Raúl Berdonés, Pablo Jimeno","Imanol Arias, Miquel Fernández, Aitor Luna, Ana Fernández, Antón Lofer",Pablo Bürmann,Lucía Palicio,7 March 2024(Málaga),Spain,Spanish
265,The Banquet,"Uqbar is the leader of a small family condemned to suffering. He has decided to change the situation through a deal with Zhenazay to find a way to end the agony, no matter what sacrifice he must make.[2]",Michs Carbajal,"Diego Correa, Tony Gonzales","Arturo Lecca Ricra, Cristopher Salcedo Palomino","Sandro Calderòn, Natalia Montoya, Víctor Acurio","Daniel Sotelo, Diego Torres Ramos",Rodrigo Chahuares,"October 15, 2024(Lima Alterna IFF)",Peru,Spanish
266,Bantay-Bahay,"Caleb, an over-enthusiastic vlogger and podcaster, is always on the lookout for unique content to engage his growing online audience. When his girlfriend, Ella, asks him to house-sit her grandmother's ancestral home in a remote provincial area, Caleb sees it as an opportunity to create a compelling vlog series. Unbeknownst to him, the house harbors dark secrets that have been concealed for generations.",Jose Javier Reyes,Jose Javier Reyes,"Lily Monteverde, Roselle Monteverde","Pepe Herrera, Karl Gabriel, Melissa Jimenez",Jeyow Evangelista,"Chrisel Galeno-Desuasido, Jayvee Kang Margaja","May 1, 2024",Philippines,"Filipino, English"
267,Banzo,"Banzo is a 2024 Portuguese-language drama film written and directed by Margarida Cardoso [pt]. Starring Carloto Cotta as Dr. Alfonso Paivaand and Hoji Fortuna as Alphonse, the film presents the legacy of Portuguese colonialism in Africa, revisiting memories and historical scars.[2][3]","Margarida Cardoso, [, pt, ]",Margarida Cardoso,"Filipa Reis, Yohann Cornu, François d'Artemare","Carloto Cotta, Hoji Fortuna",Leandro Ferrão,Pedro Filipe Marques,28 May 2024(IndieLisboa),"Portugal, Netherlands, France",Portuguese
268,Barah x Barah,"Barah x Barah (transl. 12x12) is a 2024 Indian Hindi-language film directed by Gaurav Madan.[1] It stars Gyanendra Tripathi, Geetika Vidya Ohlyan, Bhumika Dube.[2] The movie depicts life in Varanasi, one of India's oldest cities as it undergoes gradual changes.[3][4][5]",Gaurav Madan,"Sunny Lahiri, Gaurav Madan",,"Gyanendra Tripathi, Geetika Vidya Ohlyan, Bhumika Dube, Harish Khanna, Akash Sinha, Prithvi Singh, Aashit Chatterjee",,,24 May 2024,India,Hindi
269,Baratani: The Hill of Lovers,"The film had its premiere on 22 July 2024 at the 15th edition of the Durban FilmMart, where it competed in the NEFTi All Stars competition, coming head-to-head with past winners of the NEFTi Africa competition.[1] It ultimately triumphed, winning in both the Best Film and Audience Choice categories.[2]",Moreetsi Gabang,Moreetsi Gabang,Tricia L. Sello,"Tshepie Olds, Bernard Morapedi, Omphile Mabine",Motheo Mphahlele,Malebo N. Seleka,2024,Botswana,Setswana
270,Bardejov,"Based on a true story, Bardejov reveals the daring plan devised by Rafuel Lowy (played by Robert Davi), a successful wine-maker and community leader, to save the young women of Bardejov from being included in the first official Jewish transport to Auschwitz by injecting them with typhus.",Danny A. Abeckaser,Shmuel Lynn,Emil A. Fish,"Robert Davi, Danny A. Abeckaser",Barry Markowitz,,"March 19, 2024",United States,English
271,Bare Hands,"Bare Hands (Italian: Mani nude) is a 2024 Italian drama film directed by Mauro Mancini [it], based on the novel of the same name by Paola Barbato. It premiered at the 19th Rome Film Festival on 23 October 2024, and received a theatrical release in Italy on 5 June 2025.","Mauro Mancini, [, it, ]","Mauro Mancini, Davide Lisino","Giuseppe Saccà, Agostino Saccà, Mario Mazzarotto","Alessandro Gassmann, Francesco Gheghi, Fotinì Peluso, Renato Carpentieri, Paolo Madonna, Giordana Marengo",Sandro Chessa,"Gianluca Scarpa, [, it, ]",23 October 2024(Rome),Italy,Italian
272,Barron's Cove,"It plot follows Caleb Faulkner, who after the judicial system fails to hold the person responsible for his son's death in an accident, decides to kidnap a boy.[1]",Evan Ari Kelman,Evan Ari Kelman,,"Garrett Hedlund, Hamish Linklater, Brittany Snow, Christian Convery, Tramell Tillman, Raul Castillo, Stephen Lang",,,"October 6, 2024",United States,English
273,Barroz 3D,"Barroz (also marketed as Barroz 3D – Guardian of Treasures) is a 2024 Indian children's fantasy film directed by Mohanlal, in his directorial debut, and produced by Antony Perumbavoor's Aashirvad Cinemas. The film stars Mohanlal in the titular role, alongside Maya Rao West, Cesar Lorente Raton, Ignacio Mateos, Kallirroi Tziafeta, Nerea Camacho and Tuhin Menon.The story centers on Barroz, a mysterious, centuries-old guardian spirit entrusted with protecting the hidden treasure of Vasco da Gama. Bound by an ancient spell, Barroz cannot leave his post or hand over the treasure to just anyone. Everything changes when a young girl enters his life.",Mohanlal,,Antony Perumbavoor,"Mohanlal, Maya Rao West",Santosh Sivan,B. Ajithkumar,25 December 2024,India,Malayalam
274,Bastar: The Naxal Story,"Bastar: The Naxal Story is a 2024 Indian Hindi-language political thriller[5][6] film directed by Sudipto Sen and produced by Vipul Amrutlal Shah.[7]  It stars Adah Sharma, Indira Tiwari, Vijay Krishna, Shilpa Shukla, Yashpal Sharma, Subrat Dutta and Raima Sen.[8]",Sudipto Sen,"Amarnath Jha, Sudipto Sen, Vipul Amrutlal Shah",Vipul Amrutlal Shah,"Adah Sharma, Indira Tiwari, Vijay Krishna, Raima Sen, Shilpa Shukla",Ragul Dharuman,Dev Rao Jadhav,15 March 2024,India,Hindi
275,Batman Beyond: Year One,"Batman Beyond: Year One is a 2024 American superhero fan film written, co-produced, and directed by Michael Yu, based on the animated series Batman Beyond. It stars Ryan Potter as Terry McGinnis / Batman, alongside Isabelle Hahn, Fiona Dorn, Justin Vancho, and Koki Tomlinson.",Michael Yu,,"Philip McElroy, Michael Yu, Erin-Elizabeth Miller","Ryan Potter, Isabelle Hahn, Fiona Dorn, Justin Vancho, Koki Tomlinson",Ian Hussey,Kevin Hickman,"November 16, 2024",United States,English
276,The Battle for Laikipia,"Shot over a five-year period, The Battle for Lakipia examines tensions between indigenous Samburu people and white ranchers in Kenya and how these conflicts are heightened by drought in the region.[3][1]","Daphne Matziaraki, Peter Murimi, [, 1, ]",,"Toni Kamau, Daphne Matziaraki",,"Daphne Matziaraki, Peter Murimi, Maya Craig",Sam Soko,24 January 2024(Sundance Film Festival),"Kenya, United States, Greece","Swahili, English, Samburu"
277,The Battle of Saint-Léonard,"The film premiered theatrically on October 11, 2024.[3]",Félix Rose,Félix Rose,Karine Dubois,,Priscilla Piccoli,Michel Giroux,"October 11, 2024",Canada,French
278,Battlefield,"The film premiered at the 81st Venice International Film Festival, where it competed for the Golden Lion, and was released in Italy by 01 Distribution on 5 September 2024.[2]",Gianni Amelio,"Gianni Amelio, Alberto Taraglio","Simone Gattoni, Marco Bellocchio, Beppe Caschetto, Bruno Benetti","Alessandro Borghi, Gabriel Montesi, Federica Rosellini",Luan Amelio Ujkaj,Simona Paggi,31 August 2024(Venice),Italy,Italian
279,Bau: Artist at War,"Bau: Artist at War is a 2024 American biographical romance drama film directed by Sean McNamara and starring Emile Hirsch as Holocaust survivor Joseph Bau and Inbar Lavi as his wife Rebecca. The film also stars Josh Zuckerman, Yan Tual, Eugene Lipinski, Josh Blacker, Edward Foy, Chris Cope and Adam Tsekhman, and chronicles Bau's imprisonment in the Kraków-Płaszów concentration camp during World War II, and his subsequent relationship and wedding with Rebecca.",Sean McNamara,"Deborah Smerecnik, Ronald Bass, Sonia Kifferstein","David Brookwell, Marc Griffith, Michelle P. Griffith, Sean McNamara, Deborah Smerecnik","Emile Hirsch, Inbar Lavi, Josh Zuckerman, Yan Tual, Eugene Lipinski, Josh Blacker, Edward Foy, Chris Cope, Adam Tsekhman",Shawn Seifert,"Gregory Hobson, Tony Dean Smith","February 20, 2024(BRJFF)",United States,English
280,Bayamariya Brammai,"Bayamariya Brammai (transl. Terrible delusion) is a 2024 Indian Tamil-language crime thriller film written and directed by Rahul Kabali.[1] The film stars JD, Guru Somasundaram, Harish Uthaman, John Vijay in lead roles. The film was produced by Jagadish and Rahul Kabali under the banner of 69 MM Films. The cinematography was done by Nandha and Praveen V and the editing was handled by Akhil Prakash.[2]",Rahul Kabali,Rahul Kabali,"Jagadish, Rahul Kabali","JD, Guru Somasundaram, Harish Uthaman, John Vijay","Nandha, Praveen V",Akhil Prakash,21 June 2024(India),India,Tamil
281,"Be My Guest, Be My Baby","On reading the non-fiction book The Sociology of Filipino Pub Women by Kosho Nakashima in 2018, filmmaker Mitsuhito Shiraha [ja] travelled to Nagoya to meet with Nakashima, hoping to adapt the book into a film.[1] In writing the script, he aimed to adhere to the contents of the book largely.[2] In August 2022, it was publicly announced that Shiraha was to direct a film adaptation of the book, starring Koki Maeda [ja] and Razel Ichimiya.[1] This was Maeda's first leading role in over a decade and Ichimiya's film debut.[1][3] Principal photography took place from 30 August to mid-September and was supported by the Kasugai Film Production Executive Committee. The film was primarily shot on location in the city of Kasugai in Aichi Prefecture, where the film is set. Other shooting locations included the Philippines and Nagoya.[4][5] In March 2023, it was announced that Stefanie Arianne, Misato Tanaka, Kanji Tsuda, Shuna Iijima, Takashi Nishina [ja], Alisa Urahama [ja], Yoshimasa Kondo and Hiroshi Katsuno would also be appearing in the film.[5]","Mitsuhito Shiraha, [, ja, ]",Satoshi Okochi,"Kazuo Mitani, [, ja, ]","Koki Maeda, [, ja, ], Razel Ichimiya, Stefanie Arianne, Misato Tanaka, Kanji Tsuda, Shuna Iijima, Takashi Nishina, [, ja, ], Alisa Urahama, [, ja, ], Yoshimasa Kondo, Hiroshi Katsuno",Ritsuko Toyoura,Dong Jing,17 February 2024,Japan,"Japanese, Tagalog, English"
282,The Beach Boys,"The Beach Boys held its premiere in Los Angeles on May 21, 2024, and was released on May 24, 2024, as a Disney+ original film. It received mixed-to-positive reviews from critics, who considered the film to be friendly towards newcomers and nostalgic. However, it received criticism from fans of the band for ignoring the group's history after the early 1970s, and its coverage of their music was considered by some to be superficial.","Frank Marshall, Thom Zimmy",Mark Monroe,"Frank Marshall, Irving Azoff, Nicholas Ferrall, Jeanne Elfant Festa, Aly Parker","Mike Love, Brian Wilson, Carl Wilson, Dennis Wilson, David Marks, Al Jardine",Ernesto Lomeli,"Jake Hostetterr, Robert A. Martinez","May 21, 2024(Los Angeles)",United States,English
283,Beast of Two Worlds,"Beast of Two Worlds (Ajakaju) tells the story of King Towobola and his three queens, who couldn't give him an heir apparent to the throne. The king's reign soon becomes threatened after the village priests warn that he has some years left to produce an heir, or he will be forced to leave the throne and the town. On a fateful day, the king surprises the kingdom with a strange woman whom he says is his newest queen. Adaralewa has no roots and no one could trace where she comes from, and after some time, she gets pregnant and gives the king a son, but upon delivery, she throws the child into the fire. This gets the king and kingdom upset, but after some time, he gives her another chance and she bears him another son, but this time she throws the child into a river. Afterwards, the audience is shown a flashback through the king's narration. A great hunter known as Odenla went to offer a sacrifice to the forest spirit so that his hunt could be bountiful.[4]","Odunlade Adekola, Adebayo Tijani",,Eniola Ajao,"Odunlade Adekola, Eniola Ajao, Sola Sobowale, Bimbo Akintola, Mercy Aigbe",,,29 March 2024,Nigeria,Yoruba language
