,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
354,Caged,"Caged is a 2020 American drama film directed by Aaron Fjellman and starring Edi Gathegi, Melora Hardin, Angela Sarafyan and Tony Amendola. Fjellman co-wrote the screenplay with James 'Doc' Mason. The film was produced by Pete Kirtley, Aaron Fjellman, Matthew Temple and Jessa Zarubica.",Aaron Fjellman,"Aaron Fjellman, James ‘Doc’ Mason","Pete Kirtley, Aaron Fjellman, Matthew Temple, Jessa Zarubica","Edi Gathegi, Melora Hardin, Angela Sarafyan, Tony Amendola",Jessica Young,,"March 14, 2020(Pasadena International Film Festival)",United States,English
355,Cagefighter: Worlds Collide,"Cagefighter: Worlds Collide is a 2020 British-American martial arts sports film written and directed by Jesse Quinones.[4] Starring Alex Montagnani, Jonathan Good, Gina Gershon, Jay Reso, and Chuck Liddell, the film follows a successful MMA champion who agrees to defend his championship against a professional wrestler.[5] It premiered digitally via streaming service FITE TV on May 16, 2020, and was released in the United States in October 9.[6]",Jesse Quinones,Jesse Quinones,"Shayne Putzlocher, Sara Shaak, Jessica Gaube, Jesse Quinones, Lorianne Hall","Alex Montagnani, Jonathan Good, Gina Gershon, Jay “Christian” Reso, Chuck Liddell, Luke Rockhold, Elijah Baker",Mark Dobrescu,,"May 16, 2020(FITE TV)","United States, [, 3, ], United Kingdom, [, 3, ]",English
356,Cake Day,"The film's cast also includes Steven Roberts as his sponsor Bill and Diana Lepine-Thomas as his mother, as well as Spencer Foley, Bradley Stryker, Jeremy Wallace Maclean, John Duncan, Joe Buffalo, Blair Buchholz and Koshiki Tanaka in supporting roles.",Phillip Thomas,Phillip Thomas,"Spencer Foley, Phillip Thomas","Cameron Crosby, Steven Roberts",Liam Mitchell,Phillip Thomas,"March 11, 2020(Regard)",Canada,English
357,"Calamity, a Childhood of Martha Jane Cannary","The film is set in 1863. It depicts Jane's migration across the Oregon Trail, and her attempts to prove that she is capable of surviving in the Wild West.","Rémi Chayé, [, fr, ]",,"Henri Magalon, Claire La Combe, Claus Toksvig Kjae","Salomé Boulven, Alexandra Lamy, Alexis Tomassian",,Benjamin Massoubre,28 June 2020(Lyon),"France, Denmark","French, Danish"
358,Calendar Girl,"Calendar Girl is an American documentary film about Ruth Finley (1920–2018), founder and editor of the Fashion Calendar. It was directed and produced by Christian D. Bruun and produced and written by Natalie Nudell. The film premiered at the 2020 DOC NYC via virtual screenings.[1]",Christian D. Bruun,"Natalie Nudell, Christian D. Bruun","Christian D. Bruun, Natalie Nudell, Kate DelPizzo, Reika Alexander, Kikka Hanazawa, Raphael Avigdor, Tracy Jenkins, Teresa Lai, Angela Sun, Mark Romeo, Mary Hackley",,Christian D. Bruun,Rosie Nakamura,November 2020(DOC NYC),United States,English
359,A California Christmas,"A California Christmas is a 2020 Christmas film directed by Shaun Paul Piccinino, written by Lauren Swickard and starring Swickard, Josh Swickard and Amanda Detmer.[1][2][3]",Shaun Piccinino,Lauren Swickard,"Daniel Aspromonte, Ali Afshar, Lauren Swickard","Lauren Swickard, Josh Swickard",Brad Rushing,Brett Hedlund,"December 14, 2020",United States,English
360,The Call,"The Call is a 2020 American horror film directed by Timothy Woodward Jr. and starring Lin Shaye, Tobin Bell, Erin Sanders, and Chester Rushing.[3][4] The film was written by Patrick Stibbs.[5]",Timothy Woodward Jr.,Patrick Stibbs,"Jeffrey Reddick, Patrick Stibbs, Zebulun Huling, Gina Rugolo, James Cullen Bressack, Randy J. Goodwin","Lin Shaye, Tobin Bell, Chester Rushing",Pablo Diez,Wayne J. Liu,"October 2, 2020",United States,English
361,The Call,"The Call (Korean: 콜; RR: Kol), is a 2020 South Korean science fiction psychological thriller film directed by Lee Chung-hyun, starring Park Shin-hye and Jeon Jong-seo. Based on the 2011 British and Puerto Rican film The Caller, The Call revolves around Seo-yeon (Park Shin-hye) and Young-sook (Jeon Jong-seo), two women from different times who connect through a phone call that interchanges their fates. The film was originally going to be released theatrically, but was cancelled due to the COVID-19 pandemic.[1] It was released on Netflix globally on November 27, 2020.[1]",Lee Chung-hyun,Lee Chung-hyun,"Syd Lim, Jeong Hui-sun","Park Shin-hye, Jeon Jong-seo, Kim Sung-ryung, Lee El",Jo Young-jik,Yang Jin-mo,"November 27, 2020",South Korea,Korean
362,Call Me Brother,"Call Me Brother is a 2020 American comedy film written by Christina Parrish, directed by David Howe and starring Andrew Dismukes and Parrish.",David Howe,Christina Parrish,,"Christina Parrish, Andrew Dismukes",,,"November 6, 2020",United States,English
363,Call Me Human,"The film premiered at the Quebec City Film Festival.[3] It was subsequently screened at the 2020 Cinéfest Sudbury International Film Festival and the 2020 Vancouver International Film Festival, and had its commercial premiere on November 13.[1]",Kim O'Bomsawin,Kim O'Bomsawin,Andrée-Anne Frenette,Joséphine Bacon,"Hugo Gendron, Michel Valiquette",Alexandre Lachance,"September 18, 2020(FCVQ)",Canada,"French, Innu-aimun"
364,The Call of the Wild,"The Call of the Wild is a 2020 American adventure film directed by Chris Sanders from a screenplay by Michael Green. It is based on the 1903 novel of the same name by Jack London. The film stars Harrison Ford, Omar Sy, Cara Gee, Dan Stevens, Karen Gillan, and Bradley Whitford. Set during the 1890s Klondike Gold Rush, the film follows a dog named Buck as he is stolen from his home in California and sent to the Yukon, where he befriends an old outdoorsman and begins a life-altering adventure.",Chris Sanders,,"Erwin Stoff, James Mangold","Harrison Ford, Omar Sy, Cara Gee, Dan Stevens, Karen Gillan, Bradley Whitford",Janusz Kamiński,"William Hoy, David Heinz, [, 1, ]","February 21, 2020(United States)",United States,English
365,El camino de Xico,The film was later released on Netflix globally on 12 February 2021.[3],Eric D. Cabello Diaz,Enrique Renteria,"Cristina Pineda, Fernando de Fuentes, José C. García de Letona","Verónica Castro, Jay De La Cueva, El Hijo Del Santo, Lila Downs, Randy Ebright, Luis Ángel Jaramillo, Pablo Gama “Mago Gamini”, Enrique Guzmán, Daniel Habif, Alex Lora, Juan Pablo Manzanero, Carla Medina, José Miguel Perez-Porrúa, Elena Poniatowska, Marco Antonio Solís, Víctor Trujillo",,Carlos Dayan Motta,12 November 2020(Mexico),Mexico,Spanish
366,Canaan Land,"It is my intention in exposing the counterfeit to show the search for that which is pure, lovely, true. Defensive believers may say we shouldn't expose the counterfeit, but a counterfeit testifies that there is a truth sets us free.",Richard Rossi,Richard Rossi,,"Rebecca Holden, Richard Rossi, Isaac Bar-Jonah, Jozy Pollock, Louis Gossett Jr., Lynda Carter, Cindy Williams, Sally Kirkland, Kathy Garver, Kathy Coleman, Karolyn Grimes, Hilary Momberger, Joseph Gonzalez, Dawna Lee Heising","Richard Krause, Jeffrey Griffith, Robert Reber, Adan Higgins, Jeff Woolley, Grayson Shapiro","Richard Rossi, Richard Krause",November 2020,USA,English
367,Canvas,"Canvas is an American animated drama short film written and directed by Frank E. Abney III.[2] It was released on December 11, 2020 on Netflix.[3]",Frank E. Abney III,Frank E. Abney III,Paige Johnstone,,,,"December 11, 2020",United States,English
368,Capone,"Capone is a 2020 American biographical drama film written, directed and edited by Josh Trank, with Tom Hardy starring as the eponymous gangster Al Capone.[3] The film centers on Capone after his 11-year sentence at Atlanta Penitentiary, as he has neurosyphilis and dementia while living in Florida. Linda Cardellini, Jack Lowden, Noel Fisher, Kyle MacLachlan, and Matt Dillon also star in supporting roles. First announced in October 2016 as Fonzo, production on the film did not begin until March 2018, lasting through May in Louisiana.",Josh Trank,Josh Trank,"Russell Ackerman, John Schoenfelder, Lawrence Bender, Aaron L. Gilbert","Tom Hardy, Linda Cardellini, Jack Lowden, Noel Fisher, Kyle MacLachlan, Matt Dillon",Peter Deming,Josh Trank,"May 12, 2020",United States,English
369,Careless Crime,"The film premiered at the 77th edition of the Venice Film Festival, in the Horizons sidebar.[3] It was awarded the Silver Hugo at the Chicago International Film Festival.[4][5]",Shahram Mokri,,Negar Eskandarfar,Babak Karimi,Alireza Barazandeh,Shahram Mokri,8 September 2020(Venice Film Festival),,Persian
370,Carl Weber's Influence,"It follows the Hudson family, led by famed attorney Bradley Hudson, who are handed the task to defend Grammy Award-winning singer Savannah Kirby (Cox) who has been charged with the murder of her husband Kyle Kirby (Hamilton).[2]",Trey Haley,Carl Weber,"Carl Weber, Veronica Nichols, Nikaya D. Brown Jones, Gregory Ramon Anderson","Roger G. Smith, Kellita Smith, Drew Sidora, Nadine Ellis, Columbus Short, Anthony Hamilton, Deborah Cox",Lucas Pitassi,MJ Whitaker,"February 20, 2020",United States,English
371,Carmen Sandiego: To Steal or Not to Steal,"Carmen Sandiego: To Steal or Not to Steal is a 2020 animated interactive television special directed by Jos Humphrey and co-directed by Kenny Park and Mike West, written by Duane Capizzi, May Chan, Sam Nisson, Susan O’Connor, Greg Ernstrom & Becky Tinker and starring Gina Rodriguez and Finn Wolfhard.[1][2] It is part of the 2019 Netflix series Carmen Sandiego. The film was removed from Netflix on December 1, 2024.[3]",Jos Humphrey,"Greg Ernstrom, Becky Tinker",Brian Hulme,"Gina Rodriguez, Finn Wolfhard",,,"March 10, 2020","Canada, United States",English
372,Carmen Vidal Female Detective,"Carmen Vidal is a private detective addicted to pizza, beer and marijuana who fights a criminal senator to avenge the death of her best friend, in a noir comedy about self-improvement.[4]",Eva Dans,Eva Dans,"Alina Kaplan, Eva Dans",Eva Dans,"Germán Nocella, Victoria Pena",Manuel Rilla,"November 5, 2020(Uruguay)",Uruguay,Spanish
373,The Carnivores,"The Carnivores is a 2020 American thriller comedy drama film written by Caleb Michael Johnson and Jeff Bay Smith, directed by Johnson and starring Lindsay Burdge, Tallie Medel and Frank Mosley.",Caleb Michael Johnson,"Caleb Michael Johnson, Jeff Bay Smith","Ted Speaker, Caleb Johnson, Thomas Fernandes, Alan J. Minnick, Heather Johnson, Jeff Bay Smith","Lindsay Burdge, Tallie Medel, Frank Mosley","Caleb Michael Johnson, Adam J. Minnick",Caleb Michael Johnson,"March 14, 2020(Austin)",United States,English
374,Casanova's,"Casanova's is a 2020 Dutch comedy film directed by Jamel Aattache. The film won the Golden Film award after having sold 100,000 tickets.[1] It was the sixth highest-grossing Dutch film of 2020.[2] It was also the seventh best visited Dutch film of 2020.[3]",Jamel Aattache,,,"Tygo Gernandt, Jim Bakkum, Lieke van Lexmond",,,5 October 2020(Netherlands),Netherlands,Dutch
375,Castle Freak,"Castle Freak is a 2020 American horror film that was directed by Tate Steinsiek. It is a remake of the 1995 Stuart Gordon film by the same name, which is a loose adaptation of the stories ""The Outsider"" and ""The Dunwich Horror"" by H.P. Lovecraft.",Tate Steinsiek,Kathy Charles,"Kathy Charles, Barbara Crampton, Matt Manjourides, Justin A. Martell","Emily Sweet, Omar Shariff Brunson Jr., Clair Catherine, Chris Galust, Jake Horowitz, Klodian Hoxha, Genti Kame, Klodjana Keco, Kika Magalhães",Spiro Nino,,"December 4, 2020",United States,English
376,The Castle,"The film premiered in March 2020 at the Rendez-vous Québec Cinéma,[3] before its commercial distribution on Vidéotron's Illico platform in May.[4]",Denys Desjardins,Denys Desjardins,Denys Desjardins,"Denys Desjardins, Maryse Desjardins, Madeleine Ducharme","Denys Desjardins, Nicolas Canniccioni, Hong An Nguyen","Denys Desjardins, Annie Jean","March 4, 2020(RVQC)",Canada,French
377,Cats & Dogs 3: Paws Unite!,"Cats & Dogs 3: Paws Unite! is a 2020 American spy comedy film directed by Sean McNamara. It is a stand-alone sequel to Cats & Dogs: The Revenge of Kitty Galore (2010) and is the third and final installment in the Cats & Dogs film series. Starring the voices of Melissa Rauch, Max Greenfield, and George Lopez, it is the only film that does not feature any cast members from the previous installments.",Sean McNamara,Scott Bindley,"Andrew Lazar, David Fliegel","Melissa Rauch, Max Greenfield, George Lopez",Adam Sliwinski,Simon Davidson,"September 15, 2020",United States,English
378,Caught in the Net,Caught in the Net (Czech: V síti) is a 2020 Czech documentary film by Vít Klusák about sexual predators on the internet. The film documents three actresses pretending to be adolescent girls on social media who are contacted by sexual predators that try to seduce them and start sending them photos of their genitalia.[2] Sexual predators appearing in the film attracted focus of police after the release of the film and some were arrested and criminally charged.[3][4] The film was crowdfunded through HitHit during which filmmakers raised 3 million Czech koruna.[5][6] The film was named Best Documentary of 2020 at the 2021 Czech Lion Awards.[7],"Barbora Chalupová, Vít Klusák, [, cs, ]","Barbora Chalupová, Vít Klusák",,,Adam Kruliš,,27 February 2020,Czech Republic,Czech
379,Caught in Time,"Caught in Time (Chinese: 除暴) is a 2020 crime action film based on the robber and serial killer Zhang Jun. It is the second film from director Lau Ho-Leung, after Two Thumbs Up. It stars Wang Qianyuan, Daniel Wu, Jessie Li, and Michelle Wai.[3]","Lau Ho-Leung, (, 劉浩良, )",,Han Sanping,"Wang Qianyuan, Daniel Wu, Jessie Li, Michelle Wai",,,20 November 2020,"Hong Kong, China",Mandarin
380,Caveat,"Caveat is a 2020 Irish horror film written, directed, and edited by Damian McCarthy in his feature directorial debut.[1][2] Starring Johnny French and Leila Sykes, it follows a drifter suffering from partial memory loss who accepts a job to look after a psychologically disturbed woman in a house on a secluded island.[3][4] Funded by British producer Justin Hyne through his company HyneSight Films, it premiered at the IndieCork Film Festival in Ireland on 4 October 2020.[5]",Damian McCarthy,Damian McCarthy,Justin Hyne,"Johnny French, Leila Sykes, Ben Caplan, Conor Dwane",Kieran Fitzgerald,Damian McCarthy,4 October 2020(IndieCork Film Festival),"Ireland, United Kingdom",English
