,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
941,The Equalizer 2,"The Equalizer 2 (also promoted as The Equalizer II and EQ2) is a 2018 American vigilante action-thriller film directed by Antoine Fuqua. It is the sequel to the 2014 film The Equalizer, which was based on the TV series of the same name, as well as the second installment of The Equalizer trilogy. The film stars Denzel Washington in the lead role, Pedro Pascal, Ashton Sanders, Melissa Leo, Bill Pullman, and Orson Bean in his final film role. It follows Marine Corps veteran and retired DIA officer Robert McCall as he sets out on a path of revenge after an associate is murdered. The film is the fourth collaboration between Washington and Fuqua, following Training Day (2001), The Equalizer (2014), and The Magnificent Seven (2016), and marks the first time Washington has starred in a sequel to one of his films.",Antoine Fuqua,Richard Wenk,"Todd Black, Jason Blumenthal, Denzel Washington, Alex Siskin, Steve Tisch, Antoine Fuqua, Mace Neufeld, Tony Eldridge, Michael Sloan","Denzel Washington, Pedro Pascal, Ashton Sanders, Bill Pullman, Melissa Leo",Oliver Wood,Conrad Buff IV,"July 20, 2018(United States)",United States,English
942,Erased,"The story of the film is dealing with the Slovenian erased citizens, almost 2% of the population that remained without a legal status after the declaration of the country's independence in 1991.",Miha Mazzini,Miha Mazzini,Frenk Celarc,Judita Franković Brdar,Dušan Joksimović,Tomislav Pavlić,25 November 2018(Tallinn),Slovenia,"Slovene, Serbo-Croatian"
943,A to Z,"Named after the 1956 Michael Snow film A to Z, the film is a barrage of hyperlinked TV commercials and magazine ads (with doses of nostalgia and satire) that's also a comedic social commentary on late consumer capitalism.[4][5]",,,,,,,,,
944,Escapada,"Escapada is a 2018 comedy-drama film written and directed by Sarah Hirtt. It is an international coproduction between Belgium, Spain and Luxembourg featuring an ensemble cast of newcomers. The film had its world premiere at the 2018 Namur Film Festival.[1]",Sarah Hirtt,Sarah Hirtt,"Patrick Quinet, Claude Waringo",,,Emilie Morier,1 October 2018(Namur),"Belgium, Spain, Luxembourg","Spanish, French"
945,The Escape of Prisoner 614,"The Escape of Prisoner 614 is a 2018 American Western comedy written and directed by Zach Golden and starring Ron Perlman, Martin Starr, Jake McDorman and George Sample III.",Zach Golden,Zach Golden,"Jordan Yale Levine, Jordan Beckerman, Shaun Sanghani","Ron Perlman, Martin Starr, Jake McDorman, George Sample III",Adam Lee,Adam Lee,"April 27, 20181",United States,English
946,Escape Plan 2: Hades,"Escape Plan 2: Hades is a 2018 American prison action thriller film directed by Steven C. Miller. It is the sequel to the 2013 film Escape Plan, and the second installment in the Escape Plan film series. It stars Sylvester Stallone and Curtis Jackson reprising their roles from the first film, with Dave Bautista, Huang Xiaoming, Jaime King, Jesse Metcalfe, Titus Welliver, and Wes Chatham joining the cast. Escape Plan 2: Hades was released straight-to-DVD in the United States but received theatrical releases in such countries as Russia on June 28, 2018, and in China on June 29, 2018. The film received negative reviews from critics; it grossed $17.6 million[3] in some theaters and $4.2 million[4] in domestic home market against a production budget of $20 million.",Steven C. Miller,Miles Chapman,"Robbie Brenner, Mark Canton, Randall Emmett, George Furla, Zack Schiller","Sylvester Stallone, Dave Bautista, Huang Xiaoming, Jaime King, Jesse Metcalfe, Wes Chatham, Titus Welliver, Curtis Jackson",Brandon Cox,Vincent Tabaillon,"June 29, 2018(United States)",United States,English
947,Escape Room,"Escape Room is a 2018 American horror film directed by Peter Dukes and starring Skeet Ulrich.[1] The film centers on a group of survivors who challenged themselves to an escape room. The owner of the place bought an antique demonic box to be used as a prop, which turns out to be evil that possesses whoever opens it and kills the victims.",Peter Dukes,Peter Dukes,,"Skeet Ulrich, Sean Young",Pierluigi Malavasi,Eric Won,"May 8, 2018(Redbox)",United States,English
948,Esohe,"Esohe, is a 2018 Nigerian epic fantasy thriller film co-directed by Charles Uwagbai and Robert O'Peters and co-produced by Robert O'Peters.[1] The film stars Jemima Osunde in lead role along with Jimmy Jean-Louis. Oghenekaro Itene, Omo Godwyn Williams and Chris Attoh made supportive roles and an ensemble cast.[2] The film revolves around Gary Barbar, who suffers repeated nightmares and later unveils as the reincarnation and reunion of Ifagbai, the son of Eghosa the Oba’s warrior, his long-lost lover, Esohe.[3][4]","Charles Uwagbai, Robert O'Peters",Bimbo Manuel,"Robert O'Peters, Charles Uwagbai","Jemima Osunde, Jimmy Jean-Louis, Oghenekaro Itene, Omo Godwyn Williams, Chris Attoh","Fabian Hooks, Emeka Madu, Austin Nwaolie",Jude Legema,28 November 2018,Nigeria,"English, Yoruba"
949,Eternal Winter,,Attila Szász,"Attila Szász, Norbert Köbli",Szupermodern Stúdió,"Marina Gera, Sándor Csányi, Laura Döbrösi",András Nagy,László Hargittai,30 January 2018(Budapest),Hungary,"Hungarian, Russian"
950,Etthén Heldeli: Caribou Eaters,"The film premiered October 21, 2018 on Citytv.[1] It was subsequently screened at the Yorkton Film Festival in 2019, where it was a nominee for the Ruth Shaw Best of Saskatchewan and Best Multicultural Film awards.[3]",,,,,,,,,
951,Euphoria,Euphoria (Italian: Euforia) is a 2018 Italian drama film directed by Valeria Golino. It was screened in the Un Certain Regard section at the 2018 Cannes Film Festival.[1][2],Valeria Golino,Valeria Golino,Viola Prestieri,Riccardo Scamarcio,Gergely Pohárnok,Giogiò Franchini,15 May 2018(Cannes),Italy,Italian
952,Europe Raiders,"Lam Choi Fung and Wang Chao Ying are known respectively as the number 1 and 2 of the bounty hunter world for many years. When the ""Hand of God"" surveillance program created by the world's top hacker Mercury gets stolen, the CIA sends both Lam and Wang to investigate.",Jingle Ma,Xiao Peng,Jacky Pang,"Tony Leung, Kris Wu, Tiffany Tang, Du Juan, George Lam",Jingle Ma,"Yan Ting-ting, Cheung Ka-fai, (supervisor)","August 17, 2018","Hong Kong, China","Cantonese, Mandarin, English, Italian, Klingon, [, 2, ]"
953,Eva,"Eva is a 2018 romantic drama film written and directed by Benoît Jacquot, based on the 1945 novel Eve by James Hadley Chase.[3] Starring Isabelle Huppert and Gaspard Ulliel, the film tells the story of a young fraudster who causes the death of a girl who loves him because of his obsession for an older high-class prostitute. It was selected to compete for the Golden Bear in the main competition section at the 68th Berlin International Film Festival.[4][5]",Benoît Jacquot,,"Marie-Jeanne Pascal, Mélita Toscan du Plantier","Isabelle Huppert, Gaspard Ulliel, Julia Roy, Marc Barbé, Richard Berry",Julien Hirsch,Julia Gregory,17 February 2018(Berlin),"France, Belgium, [, 1, ]",French
954,Evanukku Engeyo Matcham Irukku,"Evanukku Engeyo Matcham Irukku (transl. He has a mole somewhere) is a 2018 Indian Tamil-language adult comedy film directed by Mukesh and produced by Sharmiela Mandre. The film stars Vimal and Ashna Zaveri, with Singampuli, Anandaraj, Poorna, and Mansoor Ali Khan in supporting roles. The music was composed by Natarajan Sankaran with cinematography by Gopi Jagadeeswaran and editing by P. Dinesh. A remake of the Telugu film Guntur Talkies (2016), the film was released on 7 December 2018.",A. R. Mukesh,,Sharmiela Mandre,"Vimal, Ashna Zaveri",Gopi Jagadeeswaran,P. Dinesh,7 December 2018,India,Tamil
955,The Eve,"The Eve is a 2018 Nigerian romantic comedy film written by Tunde Babalola, Tosin Igho and Martin Adieze.[1] It was produced by Hauwa Allahbura and Femi Odugbemi, under the production company Cut24 Productions[2][3] and directed by Tosin Igho, a music video director who has worked with D'banj, Terry G, Faze, Yung L, Aramide and Sammie Okposo. The film stars Beverly Naya, Meg Otanwa, Ronke Oshodi, Hauwa Allahbura,[4] Efa Iwara, Adeolu Adefarasin, Kunle Remi, Mawuli Peter Gavor and John Okafor (Mr Ibu).[2]","Tosin Igho,","Tunde Babalola, Tosin Igho","Hauwa Allahbura, Femi Odugbemi","Beverly Naya, Meg Otanwa, Ronke Oshodi Oke, Efa Iwara, Kunle Remi, John Okafor",Tosin Igho,"Tosin Igho, Bryan Dike",2018,Nigeria,English
956,Evelyn,Evelyn is a 2018 documentary film directed by and starring Orlando von Einsiedel.[1],Orlando von Einsiedel,,Joanna Natasegara,Orlando von Einsiedel,Franklin Dow,,11 October 2018(London Film Festival),United Kingdom,English
957,Evening Shadows,"Evening Shadows is a 2018 Indian Hindi-language drama film directed by Sridhar Rangayan. The film stars Mona Ambegaonkar, Ananth Narayan Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Kala Ramnathan, Disha Thakur, Sushant Divgikar and Faredoon Bhujwala.",Sridhar Rangayan,"Sridhar Rangayan, Saagar Gupta","Sridhar Rangayan, Saagar Gupta, Mohammed Shaik Hussain Ali, Karim Ladak","Mona Ambegaonkar, Ananth Narayan Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Kala Ramnathan, Disha Thakur, Sushant Divgikar, Faredoon Bhujwala",Subhransu Das,Pravin Angre,25 February 2018(Australia),India,Hindi
958,An Evening with Beverly Luff Linn,"An Evening with Beverly Luff Linn is a 2018 black comedy crime film directed by Jim Hosking, starring Aubrey Plaza, Emile Hirsch, Jemaine Clement, Matt Berry, and Craig Robinson.",Jim Hosking,"Jim Hosking, David Wike","Sam Bisbee, Theodora Dunlap, Oliver Roskill, Emily Leo, Lucas Toh, Andy Starke, Robert Farrior (Executive producer)","Aubrey Plaza, Emile Hirsch, Jemaine Clement, Matt Berry, Craig Robinson",Nanu Segal,Mark Burnett,"January 20, 2018(Sundance)","United States, United Kingdom",English
959,Every Day,"Every Day is a 2018 American romantic fantasy drama film directed by Michael Sucsy and written by Jesse Andrews, based on the 2012 novel of the same name by David Levithan. The film stars Angourie Rice as 16-year-old Rhiannon, who falls in love with a traveling soul who wakes each morning in a different body; Justice Smith, Debby Ryan and Maria Bello also star.[3] The film was released on February 23, 2018.",Michael Sucsy,Jesse Andrews,"Anthony Bregman, Peter Cron, Christian Grass, Paul Trijbits","Angourie Rice, Justice Smith, Debby Ryan, Maria Bello",Rogier Stoffers,Kathryn Himoff,"February 23, 2018",United States,English
960,Everybody Knows,"Everybody Knows (Spanish: Todos lo saben) is a 2018 Spanish-language mystery/crime drama film written and directed by Iranian filmmaker Asghar Farhadi, and starring Javier Bardem, Penélope Cruz and Ricardo Darín.[3][4] The film was selected to open the 2018 Cannes Film Festival in competition[5] and was released in Spain on 14 September 2018.[6] It was released in the United States on 8 February 2019.[7] It received positive reviews from critics.",Asghar Farhadi,Asghar Farhadi,"Alexandre Mallet-Guy, Álvaro Longoria","Javier Bardem, Penélope Cruz, Ricardo Darín, Bárbara Lennie",José Luis Alcaine,Hayedeh Safiyari,8 May 2018(Cannes),"Spain, France, Italy",Spanish
961,Everything Outside,"The cast also includes Kati Outinen, Sylvain Buffoni, Eve Duranceau, Véronique Beaudet, Sarah Beauchemin, Blaise Tardif, Thiéry Dubé, Éloïsa Laflamme-Cervantes, Marilie St-Onge, Grégoire Hamel, Catherine Beauchemin, Marc-Antoine Johnson, Guillaume Moreau and Cameron Brodeur in supporting roles.",David Findlay,"David Findlay, Derin Emre","Dominique Dussault, David Findlay","Louise Portal, Ahmed Muslimani, Kati Outinen",Blake Davey,David Findlay,"September 16, 2018(FCVQ)",Canada,English
962,The Evil Rises,An ancient statue possessed by an evil spirit terrorizes a group of young kids on its quest for world domination.,Daniel Florenzano,Daniel Florenzano,"Daniel Florenzano, Scott Oram","Bailey La Flam, Michael Glauser, Julian De La Mora, Joe Paulson, Alec Lobato, Ed Hollingsworth",Chris Neighbors,Paul Rio,"February 24, 2018(Hollywood Reel Independent Film Festival)",United States,English
963,Exes Baggage,Exes Baggage is a 2018 Filipino romantic comedy-drama film directed by Dan Villegas from a screenplay written by Dwein Baltazar. The film stars Angelica Panganiban and Carlo Aquino as their reunion project.[2],Dan Villegas,Dwein Baltazar,"Carlo L. Katigbak, Olivia M. Lamasan","Angelica Panganiban, Carlo Aquino",Carlos Mauricio,Marya Ignacio,"September 26, 2018",Philippines,Filipino
964,Extinction,"Extinction is a 2018 American science fiction action film directed by Ben Young and written by Spenser Cohen and Brad Kane. The film is about a father who has a recurring dream/vision about the loss of his family while witnessing an evil force bent on destruction. The film stars Michael Peña, Lizzy Caplan, Mike Colter, Lilly Aspell, Emma Booth, Israel Broussard, and Lex Shrapnel.",Ben Young,,"David Hoberman, Nathan Kahane, Todd Lieberman","Michael Peña, Lizzy Caplan, Mike Colter, Amelia Crouch, Erica Tremblay, Israel Broussard, Lex Shrapnel, Emma Booth",Pedro Luque,Matthew Ramsey,"July 27, 2018",United States,English
965,The Extraordinary Journey of Celeste Garcia,The Extraordinary Journey of Celeste Garcia (Spanish: El viaje extraordinario de Celeste García) is a German-Cuban comedy written and directed by Arturo Infante.[1][2] The film premiered on 7 September 2018 in the Discovery programme of the 2018 Toronto International Film Festival.[3],Arturo Infante,Arturo Infante,"Claudia Calviño, Alfredo Díaz, Ernst Fassbender","María Isabel Díaz Lago, Omar Franco, Nestor Jiménez",Javier Labrador Deulofeu,Joanna Montero,2018,"Cuba, Germany",Spanish
966,The Extraordinary Journey of the Fakir,"The Extraordinary Journey of the Fakir is a 2018 adventure comedy film directed by Ken Scott and written by Scott, Romain Puertolas, and Luc Bossi. It is based on the French novel The Extraordinary Journey of the Fakir Who Got Trapped in an Ikea Wardrobe by Puertolas. The film stars Dhanush in the lead role, with Bérénice Bejo, Erin Moriarty, Barkhad Abdi, Gérard Jugnot, and Ben Miller as the supporting cast. The premise follows a street magician from Mumbai who embarks on a global journey to find his father. The film was shot in India, Belgium, France and Italy.[4] This film marked Dhanush's international debut.",Ken Scott,"Romain Puertolas, Luc Bossi, Ken Scott","Luc Bossi, Jon Goldman, Saurabh Gupta, Aditi Anand, Gulzar Chahal, Grégoire Lassalle, Genevieve Lemal, Jaime Mateus-Tique","Dhanush, Bérénice Bejo, Erin Moriarty, Barkhad Abdi, Gérard Jugnot, Ben Miller",Vincent Mathias AFC,Yvann Thibaudeau,30 May 2018(France and Belgium),"France, India, Belgium",English
