,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
741,Dandakaranyam,Dandakaranyam is a 2016 Indian Telugu action drama film directed and produced by R. Narayana Murthy under Sneha Chitra Pictures banner. The film features R. Narayana Murthy and Gaddar in the lead roles. The film was released on 18 March 2016.,R. Narayana Murthy,,R. Narayana Murthy,"R. Narayana Murthy, Gaddar",,,18 March 2016,India,Telugu
742,Dangal,,Nitesh Tiwari,"Nitesh Tiwari, Piyush Gupta, Shreyas Jain, Nikhil Mehrotra","Aamir Khan, Kiran Rao, Siddharth Roy Kapur","Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Zaira Wasim, Sanya Malhotra, Suhani Bhatnagar, Aparshakti Khurana","Satyajit Pande (Setu), [, 1, ]",Ballu Saluja,21 December 2016(United States),India,"Hindi, [, a, ]"
743,Dangerous Cops: Final 5 Days,"The film grossed ¥291,191,700 on its opening weekend, with 217,273 admissions.[4]",Tōru Murakawa,,,"Hiroshi Tachi, Kyōhei Shibata",,,"January 30, 2016(Japan)",Japan,Japanese
744,"A Dangerous Idea: Eugenics, Genetics and the American Dream","A Dangerous Idea: Eugenics, Genetics and the American Dream is a 2016 documentary film about genetics, eugenics, and social inequality in the United States. The film was directed by Stephanie Welch and distributed exclusively by Bullfrog Films.[1][2]",Stephanie Welch,"Stephanie Welch, Andrew Kimbrell","Stephanie Welch,, Jed Riffe",,,"Maureen Gosling, , Sara Maamouri, Stephanie Welch","December 9, 2016(Santa Fe Film Festival)",United States,
745,Dareka no Mokkin,"Dareka no Mokkin (Japanese: だれかの木琴),[1][2] also known as Somebody's Xylophone in English,[1][2] is a 2016 Japanese suspense drama film directed by Yōichi Higashi.[1][2] It was adapted by Higashi from a novel of the same name by Areno Inoue.[1][2] Dareka no Mokkin was the final film directed by Higashi, who died in 2026.[3] The film tells the story of a married, middle-aged housewife who finds herself growing dangerously infatuated with her young hairdresser. It stars Takako Tokiwa in the lead role, in addition to Sosuke Ikematsu, Aimi Satsukawa, Masanobu Katsumura and Maho Yamada.[1][2] Takatsugu Muramatsu composed the film's score,[1][2] while its theme song ""The Final News"" was performed by Yōsui Inoue.[1][2] Dareka no Mokkin was shown at the 29th Tokyo International Film Festival in the Japan Now section,[4] before being theatrically released by Kino Films on 10 September 2016, in Japan.[1][2]",Yōichi Higashi,,"Tetsujiro Yamagami, Shiro Kido, Eiji Watanabe, Toshiaki Suzuki, Keisuke Tanaka, Naoya Kinoshita, Toramatsu Mamiya, Atsushi Sugai, Yosuke Miyake, Jun Nakamura, [, 1, ], [, 2, ]","Takako Tokiwa, Sosuke Ikematsu, Aimi Satsukawa, Masanobu Katsumura, Maho Yamada, [, 1, ], [, 2, ]","Tomohiko Tsuji, [, 1, ], [, 2, ]","Yōichi Higashi, Yuji Ohshige, [, 1, ], [, 2, ]",10 September 2016(Japan),Japan,Japanese
746,Dark Beast,"Dark Beast (Spanish: Oscuro animal, lit. 'Dark animal') is a 2016 drama film written and directed by Felipe Guerrero.[1] The film was named on the shortlist for Colombia's entry for the Academy Award for Best Foreign Language Film at the 89th Academy Awards, but it was not selected.[2] It is a co-production between Colombia, Argentina, the Netherlands, Germany and Greece.[3]",Felipe Guerrero,Felipe Guerrero,,Marleyda Soto,,,29 January 2016(IFFR),"Colombia, Argentina, Netherlands, Germany, Greece",Spanish
747,Dark Chocolate,Dark Chocolate is a 2016 Indian Bengali crime thriller film directed by Agnidev Chatterjee and made under Macneill Engineering studio.,Agnidev Chatterjee,,,"Mahima Chaudhry, Riya Sen, Mumtaz Sorcar, Shataf Figar",,,2 September 2016,India,"Bengali, Hindi"
748,Dark Crimes,"Dark Crimes is a 2016 crime drama film directed by Alexandros Avranas and written by Jeremy Brock. The film was based on a 2008 article in The New Yorker by David Grann titled ""True Crime: A Postmodern Murder Mystery"", about convicted murderer Krystian Bala who supposedly wrote a fictionalized novel about a murder he committed. The film stars Jim Carrey as a detective who notices similarities between a cold case murder and a best-selling novel. The supporting cast includes Agata Kulesza, Charlotte Gainsbourg, Kati Outinen, Zbigniew Zamachowski, and Marton Csokas.",Alexandros Avranas,,"John Cheng, David Gerson, Simon Horsman, Brett Ratner, Jeffrey Soros","Jim Carrey, Marton Csokas, Charlotte Gainsbourg, Agata Kulesza, Kati Outinen, Zbigniew Zamachowski",Michal Englert,Agnieszka Glinska,"October 12, 2016(Warsaw Film Festival)","Poland, United States",English
749,Dark Harvest,"On the eve of its becoming legal, a marijuana grower is murdered. His best friend Carter (James Hutson), against the advice of his mentor Ricardo (Cheech Marin), teams up with narcotics investigator Bernie (A.C. Peterson) to discover the reasons and find the killer.",James Hutson,James Hutson,"Chad Barager, James Hutson, P. Lynn Johnson, Tim Laplante, James McLeod, Marc Petey, Ryan Petey, Tygh Runyan, Kevin Speckmaier, Zach Steele","James Hutson, A.C. Peterson, Cheech Marin, Tygh Runyan, Hugh Dillon, Chelsey Reist, Derek Hamilton, Bernie Coulson, Sarah-Jane Redmond",Ryan Petey,"Aram Coen, Zach Steele",2 September 2016(United States),Canada,English
750,Dark Inclusion,"Pier Ullman works at odd jobs and also does some break-ins with his friend Kevin for Rachid. One day he is informed of the death of his father, about whom he had no news for several years. He decides to avenge his father,  who had been mistreated by Pier's grandfather and uncle. He makes contact with his father's family and works his way into their diamond business in Antwerp.",Arthur Harari,"Arthur Harari, Vincent Poymiro, Olivier Seror, Agnès Feuvre","David Thion, Philippe Martin","Niels Schneider, August Diehl",Tom Harari,Laurent Sénéchal,28 January 2016(Angers),"France, Belgium, Canada",French
751,Dark Night,"Dark Night is a 2016 American drama film directed by Tim Sutton. It is loosely based on the 2012 Aurora, Colorado shooting. For example, there are some differences in the film versus the event: the film is set in Florida, whereas the shooting occurred in Colorado; the identities of the Aurora shooter and the victims are altered in the film.[2][3] It was screened in the Horizons section at the 73rd Venice International Film Festival.[4] The film was shot in Sarasota, Florida.",Tim Sutton,Tim Sutton,"Alexandra Byer, Martin Marquet","Robert Jumper, Anna Rose Hopkins",Hélène Louvart,Jeanne Applegate,"January 24, 2016(Sundance)",United States,English
752,Dark Signal,"A serial killer stalks young women in Northern Wales.  Known as the Wedlock Killer, he chops off a finger before brutally murdering his victims.  Amid reports of a new victim, Laurie Wolf, a radio DJ, becomes bitter when her local radio program is cancelled and she has trouble finding a new job.  On the last day of her show, she rants to her listeners about the disappearance of local radio programs and ignores the corporate playlist.  Ben Evans, her engineer, suggests they have a psychic, Carla Zaza, as a guest.  Laurie, a sceptic, reluctantly agrees when Ben says it will further annoy the owners.",Edward Evers-Swindell,"Antony Jones, Edward Evers-Swindell",Jonas Babics,"Siwan Morris, Gareth David-Lloyd, Joanna Ignaczewska, Duncan Pow, Eleanor Gecks, Cinzia Monreale, James Cosmo",Adrian Brown,Edward Evers-Swindell,21 April 2016,"United Kingdom, [, 1, ]",English
753,Dark Skull,"Dark Skull (Spanish: Viejo calavera) is a 2016 Bolivian drama film directed by Kiro Russo. It was selected as the Bolivian entry for the Best Foreign Language Film at the 90th Academy Awards, but it was not nominated.[1]",Kiro Russo,Kiro Russo,,Narciso Choquecallata,,,5 August 2016(Locarno),Bolivia,Spanish
754,A Dark Song,"A Dark Song is a 2016 Irish-British independent horror film, written and directed by Liam Gavin and starring Steve Oram and Catherine Walker. It was released to select theatres and digital streaming platforms on 28 April 2017. It is Gavin's directorial debut.",Liam Gavin,Liam Gavin,,"Steve Oram, Catherine Walker",Cathal Watters,,8 July 2016(Galway Film Fleadh),"Ireland, UK",English
755,Wrap Around,"The Dark Tapes is a 2016 American found footage anthology horror film written and directed by Michael McQuown with Vincent J. Guastini directing the segment titled To Catch a Demon. The feature film consists of four segments To Catch A Demon, The Hunters & The Hunted, Cam Girls and Amanda's Revenge with a short opening sequence titled Wrap Around.","Michael McQuown, Vincent J. Guastini (, To Catch a Demon, )",Michael McQuown,"Michael McQuown, Nicola Odeku, Amon Mahmud, Haldane Morris, Vincent J. Guastini","Cortney Palm, Emilia Zoryan, Brittany Underwood, David Hull, Denise Faro, David Roy Banks","Michael McQuown, Matt Shapira",Michael McQuown,"April 22, 2016(Phoenix Film Festival)",United States,English
756,The Darkest Universe,"Zac (Will Sharpe) is a lonely, highly strung city trader on the edge of a psychological breakdown. He has lost everything—his job, his girlfriend Eva (Sophia Di Martino) and, most devastatingly, his weird and wayward younger sister Alice (Tiani Ghosh), the only family he had left. Alice is now a missing person, having disappeared on a narrowboat trip along with her kindred drifter and boyfriend Toby (Joe Thomas). Zac becomes increasingly frustrated with the futile attempts of the police to find them and, eventually, decides to take matters into his own inexpert hands by starting a terribly executed video blog and scouring the dark canals of the UK in a desperate, perhaps even deluded, search for clues. Struggling for information and fast losing hope, Zac reflects on his past and the difficult relationship he had with Alice. Wracked with guilt and regret, his sanity starts to unravel as he fights with memories of her in the weeks leading up to her disappearance. As he remembers her sweetly burgeoning relationship with the mysterious Toby, however, he begins to wonder if there may in fact be a grander, wilder, much stranger explanation for their disappearance.","Tom Kingsley, Will Sharpe","Tiani Ghosh, Will Sharpe",Jo-Jo Elison,"Will Sharpe, Tiani Ghosh, Joe Thomas, Sophia Di Martino, Raph Shirley, Chris Langham",Will Hanke,,"April 30, 2016(LOCO)1",United Kingdom,English
757,The Darkness,"In an isolated cabin inside a toxic forest where a mysterious beast prowls the surroundings, a father and his children search for a way to survive inside their cabin.[7][8]",Daniel Castro Zimbrón,"Daniel Castro Zimbrón, Denis Languérand, David Pablos",Daniel Castro Zimbrón,Brontis Jodorowsky,Diego García,"Daniel Castro Zimbrón, Natalia López, Yulene Olaizola","September 7, 2016(L'Étrange Festival)","Mexico, France",Spanish
758,The Darkness,"The Darkness is a 2016 American supernatural horror film, directed by Greg McLean and co-written by McLean, Shayne Armstrong, and Shane Krause. The film stars Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry, Matt Walsh, Jennifer Morrison, Ming-Na Wen and Parker Mack.",Greg McLean,"Shayne Armstrong, S.P. Krause, Greg McLean","Jason Blum, Matthew Kaplan, Bianca Martino","Kevin Bacon, Radha Mitchell, Jennifer Morrison, Lucy Fry, David Mazouz, Ming-Na Wen, Paul Reiser",Toby Oliver,"Sean Lahiff, Timothy Alverson","May 13, 2016",United States,English
759,Darling 2,Darling 2 is a 2016 Tamil language comedy horror film directed by debutant Sathish Chandrasekaran and produced by Rite Media Works. The film stars Kalaiyarasan along with debutant Rameez Raja.,Sathish Chandrasekaran,"Sathish Chandrasekaran (Dialogues by, G.Radhakrishnan, )","K. E. Gnanavel Raja, G.Radhakrishnan, Rameez Raja","Kalaiyarasan, Rameez Raja, Maya, Kaali Venkat, Arjunan, Ramdoss",Vijay Kartik Kannan,Madan,1 April 2016,India,Tamil
760,Darling Don't Cheat,"Darling Don't Cheat is a 2016 Indian Hindi-language thriller drama[1][2] film directed by Rajkumar Hindusthani and produced by Hindusthani through Fyeo Media Works. The film was released on 11 March 2016.[3][4]  To promote the film, the studio organized a contest which would result in the winner receiving a trip to a nudist beach.[5] There were over 100,000 contestants, with an estimated 30% comprising women.[6][7] The film centers on an aspiring actress who becomes entwined with a kidnapper who forces women to strip for him.[8]",Rajkumar Hindusthani,,Rajkumar Hindusthani (Fyeo Media Works),"Gaurav Pandey, Ashish Tyagi, Neha Chaterji, Raiya Sinha, Shivank Choudhary, Suneha Chaudhary, Sanntosh Kumar",,,11 March 2016,India,Hindi
761,Darra,"Darra is a 2016 Punjabi film directed by Parveen Kumar, produced by Dalwinder Guraya and starring Gurpreet Ghuggi, Manveer Rai, Happy Raikoti, Kartar Cheema, Shivendra Mahal and Sardar Sohi as the lead cast of the film and was released worldwide on 2 September 2016.",Parveen Kumar,,Dalwinder Guraya,"Gurpreet Ghuggi, Happy Raikoti, Kartar Cheema, Pammi Bai, Shivendra Mahal, Karamjit Anmol, Manveer Rai",Akram Sheikh,Parminder Virdi,2 September 2016,India,Punjabi
762,Darth Maul: Apprentice,"On an unknown planet, Darth Maul trains his own abilities and studies his opponents to complete his Sith training under Darth Sidious. During his training, a drone stationed in orbit around the planet reports an approaching spaceship. To remain hidden and complete his training in secret, Maul sets out to kill the intruders before they discover his hiding place and report it. It is revealed that the group consists of six Jedi. Maul swiftly kills a Jedi scout, which gains the other five Jedi's attention, and they fight him. Despite being outnumbered, Maul successfully kills the other Jedi, except for a Jedi Master and his Padawan. They manage to get the upper hand however, and Maul appears to retreat. The Jedi follow him through a canyon, but run into a trap set up by Maul. He overpowers the Padawan and kills the Jedi Master. Right when Maul is about to kill the Padawan, one of the presumed dead Jedi intervenes, and this gives enough time for the Padawan to run. Maul catches up with the Padawan in the middle of a clearing however, and they continue to duel. Maul fights her to the ground, and is hesitant on killing her, but he notices his master's camera drone around him, and kills the Padawan. Sidious appears as a hologram to Maul to express how he is pleased with Maul's achievement and declares his training complete. This is when Sidious also explains that he led the Jedi to the planet where Maul was training so he could kill them, and that it would mark ""the beginning of the end for all Jedi.""",Shawn Bu,Shawn Bu,"Shawn Bu, Vi-Dan Tran (executive), Eyyüphan Duy (executive), Jannik Siebert (executive), Julien Bam, (executive)","Ben Schamma, Mathis Landwehr, Svenja Jung, Eskindir Tesfay, Maja Felicitas Bergmann, Paul Cless, Sefa Demirbas, Dirk Chwialkowsky, Lee Hua","Max Tsui, Vadim Schulz, Vi-Dan Tran",Shawn Bu,"March 5, 2016(YouTube)",Germany,English
