,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
269,Full Phil,The film will have its world premiere at the Midnight Screenings section of the 2026 Cannes Film Festival in May 2026.,Quentin Dupieux,Quentin Dupieux,Hugo Sélignac,"Woody Harrelson, Kristen Stewart, Emma Mackey, Charlotte Le Bon, Tim Heidecker, Eric Wareheim",Quentin Dupieux,,May 2026(Cannes),"France, Belgium, Luxembourg",English
270,Funky,Funky is a 2026 Indian Telugu-language comedy drama film co-written and directed by K. V. Anudeep. The film was produced by Naga Vamsi S. and Sai Soujanya under Sithara Entertainments and Fortune Four Cinemas. The film stars Vishwak Sen and Kayadu Lohar.,K. V. Anudeep,"K. V. Anudeep, Mohan Sato","Naga Vamsi S, Sai Soujanya","Vishwak Sen, Kayadu Lohar",Suresh Sarangam,Naveen Nooli,13 February 2026,India,Telugu
271,G2,"G2 is an upcoming Indian Telugu-language spy action thriller film directed by Vinay Kumar Sirigineedi in his directorial debut. It is a sequel to Goodachari (2018), with Adivi Sesh reprising his role. The film also stars Emraan Hashmi, Wamiqa Gabbi and Madhu Shalini.",Vinay Kumar Sirigineedi,"Adivi Sesh, Vinay Kumar Sirigineedi","T. G. Vishwa Prasad, Abhishek Agarwal","Adivi Sesh, Emraan Hashmi, Wamiqa Gabbi, Madhu Shalini",Azeem Mohammad,"Kodati Pavan Kalyan, [, 1, ]",2026,India,Telugu
272,Gail Daughtry and the Celebrity Sex Pass,Gail Daughtry and the Celebrity Sex Pass is a 2026 American comedy film directed by David Wain and written by Wain and Ken Marino.[1][2],David Wain,"David Wain, Ken Marino","Anthony Bregman, Peter Cron, Crystine Zhang, David Wain, Ken Marino, Charles Zhong","Zoey Deutch, Jon Hamm, John Slattery, Sabrina Impacciatore, Ben Wang, Miles Gutierrez-Riley, Joe Lo Truglio, Mather Zickel, Ken Marino",Kevin Atkinson,John Daigle,"January 25, 2026(Sundance)",United States,English
273,Gale: Yellow Brick Road,"Gale: Yellow Brick Road is a 2026 British independent horror fantasy film[3] directed by Daniel Alexander in his directorial debut,[4] from a screenplay by Matthew R. Ford. The film is a horror reimagining of L. Frank Baum's children fantasy novel The Wonderful Wizard of Oz.[5] It stars Chloë Crump, Laura Kay Bailey and Karen Swan. The film is about Emily and her grandmother Dorothy who always warned her about the danger of the place called Oz.[6]",Daniel Alexander,Matthew R. Ford,Tenisha White,"Chloë Crump, Laura Kay Bailey, Karen Swan",,Daniel Alexander,"February 11, 2026",United States,English
274,The Gallerist,"The Gallerist is a 2026 American dark comedy thriller film directed by Cathy Yan and starring Natalie Portman, Jenna Ortega, Sterling K. Brown, Zach Galifianakis, Da'Vine Joy Randolph, and Catherine Zeta-Jones.",Cathy Yan,"James Pedersen, Cathy Yan","Jonathan King, Ash Sarohia, Natalie Portman, Sophie Mas, Tom McCarthy, Rae Baron, Zola Elgart Glassman","Natalie Portman, Jenna Ortega, Sterling K. Brown, Zach Galifianakis, Da'Vine Joy Randolph, Catherine Zeta-Jones",Federico Cesca,Brian A. Kates,"January 24, 2026(Sundance)",United States,English
275,The Gates,"The Gates is a 2026 American thriller film starring Mason Gooding, Algee Smith, Keith Powers, James Van Der Beek, Sofia Hublitz, Kylr Coffman, Elle Evans, and Brad Leland. Written and directed by John Burr, the plot follows three friends who witness a murder while driving through a gated community.",John Burr,John Burr,"Nancy Leopardi, Ross Kohn, Gary Glushon","Mason Gooding, Algee Smith, Keith Powers, James Van Der Beek",Ray Huang,Daysha Broadway,"February 24, 2026(Los Angeles)",United States,English
276,Assassination Classroom,"Assassination Classroom (Japanese: 暗殺教室, Hepburn: Ansatsu Kyōshitsu) is a Japanese manga series written and illustrated by Yusei Matsui. The series follows the daily life of an extremely powerful octopus-like being working as a junior high homeroom teacher, and his students dedicated to the task of assassinating him to prevent Earth from being destroyed. The students are considered ""misfits"" in their school and are taught in a separate building; the class he teaches is called 3-E. It was serialized in Shueisha's shōnen manga magazine Weekly Shōnen Jump  from July 2012 to March 2016, with its chapters collected in twenty-one tankōbon volumes.",,,,,,,,,
277,Gentle Monster,"Gentle Monster is an upcoming drama film written and directed by Marie Kreutzer, starring Léa Seydoux, Jella Haase, Laurence Rupp, and Catherine Deneuve. It is a co-production between Austria, Germany and France.",Marie Kreutzer,Marie Kreutzer,"Alexander Glehr, Johanna Scherz","Léa Seydoux, Jella Haase, Laurence Rupp, Catherine Deneuve",Judith Kaufmann,Ulrike Kofler,May 2026(Cannes),"Austria, Germany, France","German, French, English"
278,George Michael: The Faith Tour,,"Andy Morahan, David Austin",,"David Austin, Lucie Avery, Rosie Holley, Philip Noel",George Michael,,Ben Wainwright-Pearce,2026,United Kingdom,English
279,Ghost Board,"If you can address this concern by improving, copyediting, sourcing, renaming, redirecting, or merging the page, please edit this page and do so. You may remove this message if you improve the article or otherwise object to deletion for any reason. Although not required, you are encouraged to explain why you object to the deletion, either in your edit summary or on the talk page. If this template is removed, do not replace it.",Chanathip Wongpoltree,,Visut Poolvaraluk,"Ongart Jeamcharoenpornkul, Panisara Rikulsurakan, Win Sakulsangprapha, Nattawat Sumploy, Neenara Boonnitipaisit, Pawat Ketsrisakda",,,"March 12, 2026",,
280,Arisan!,"Joko Anwar (born 3 January 1976) is an Indonesian film director, producer, screenwriter, and actor. Prior to becoming a filmmaker, he worked as a journalist and film critic.",,,,,,,,,
281,Ghost in the Machine,"On the review aggregator website Rotten Tomatoes, 73% of 15 critics' reviews are positive.[4]",Valerie Veatch,Valerie Veatch,Valerie Veatch,,,,"January 26, 2026(Sundance)",United States,English
282,Ginny Wedss Sunny 2,"Ginny Wedss Sunny 2 is a 2026 Indian Hindi-language romantic comedy film written and directed by Prasshant Jha. Produced under Soundrya Production and Zee Studios, the film stars Avinash Tiwary and Medha Shankr. It is a spiritual sequel to Ginny Weds Sunny (2020).",Prasshant Jha,Prasshant Jha,"Vinod Bachchan, Umesh Kumar Bansal","Avinash Tiwary, Medha Shankr",Archit Patel,Bunty Nagi,24 April 2026,India,Hindi
283,Girls Like Girls,"Girls Like Girls is an upcoming American coming-of-age romance film directed by Hayley Kiyoko, adapted from her 2023 book, titled after her 2015 song. The film stars Maya da Costa, Myra Molloy, Levon Hawke, and Zach Braff.[1]",Hayley Kiyoko,,"Marc Platt, Katie McNicol, Adam Siegel, Dee Best, Michael Phillip, Jason Moring, Richard Alan Reid","Maya da Costa, Myra Molloy, Levon Hawke, Zach Braff",Sonja Tsypin,"Christine Armstrong, Sabine Hoffman","June 19, 2026",United States,English
284,Part 1,"Girls und Panzer das Finale[a] is a six-part Japanese animated film series and a sequel to Girls und Panzer (2012) and Girls und Panzer der Film (2015). Produced by Actas and distributed by Showgate, the film series is directed by Tsutomu Mizushima from a script written by Reiko Yoshida and features an ensemble cast from previous installments of the franchise.",Tsutomu Mizushima,,"Kiyoshi Sugiyama, P1, Kazuyoshi Nishikawa, Yōichi Sekine, P1, Tomoyo Kamiji, P1, Takeshi Ishigaki, P1, P2, Rei Torī, P2, P3, P4, Yoshinori Hasegawa, P2, P3, P4, Yoko Baba, P3, Yuki Tezuka, P4, Hiroto Sakami, P4",,"Yoshihiro Sekiya, P1, P2, P3, Hyo Gyu Park, P1, P5, Kōhei Tanada, P2, P3, P4, Rikuhiro Sukegawa, P5",Masato Yoshitake,"December 9, 2017(Part 1)",Japan,Japanese
285,Girls und Panzer: Motto Love Love Sakusen Desu!,"Girls und Panzer: Motto Love Love Sakusen Desu![c] is a four-part Japanese animated film series based on the manga series of the same name by Maruko Nii. Produced by P.A. Works and Actas, and distributed by Showgate, the film series was directed by Masami Shimoda, with Takahiko Usui serving as the series director, from a script written by Noboru Kimura, who also supervised the series composition. It features the daily lives of Girls und Panzer characters outside of sensha-dō.","Masami Shimoda, Takahiko Usui, [, a, ]","Noboru Kimura, [, b, ]",,"Mai Fuchigami, Ai Kayano, Mami Ozaki, Ikumi Nakagami, Yuka Iguchi, Misato Fukuen, Mikako Takahashi, Kana Ueda, Mika Kikuchi, Eri Sendai, Hitomi Takeuchi, Shiori Izawa, Nozomi Yamamoto, Ikumi Hayama, Ayane Sakura, Eri Kitamura, Mai Ishihara, Ayako Kawasumi, Maya Yoshioka, Hisako Kanemoto, Sumire Uesaka, Rie Tanaka, Hitomi Nabatame, Asami Seto, Mamiko Noto, Ayana Taketatsu, Yumi Hara",Junya Kodama,Masato Yoshitake,"December 26, 2025(Act 1)",Japan,Japanese
286,Girls und Panzer: Motto Love Love Sakusen Desu!,"Girls und Panzer: Motto Love Love Sakusen Desu![c] is a four-part Japanese animated film series based on the manga series of the same name by Maruko Nii. Produced by P.A. Works and Actas, and distributed by Showgate, the film series was directed by Masami Shimoda, with Takahiko Usui serving as the series director, from a script written by Noboru Kimura, who also supervised the series composition. It features the daily lives of Girls und Panzer characters outside of sensha-dō.","Masami Shimoda, Takahiko Usui, [, a, ]","Noboru Kimura, [, b, ]",,"Mai Fuchigami, Ai Kayano, Mami Ozaki, Ikumi Nakagami, Yuka Iguchi, Misato Fukuen, Mikako Takahashi, Kana Ueda, Mika Kikuchi, Eri Sendai, Hitomi Takeuchi, Shiori Izawa, Nozomi Yamamoto, Ikumi Hayama, Ayane Sakura, Eri Kitamura, Mai Ishihara, Ayako Kawasumi, Maya Yoshioka, Hisako Kanemoto, Sumire Uesaka, Rie Tanaka, Hitomi Nabatame, Asami Seto, Mamiko Noto, Ayana Taketatsu, Yumi Hara",Junya Kodama,Masato Yoshitake,"December 26, 2025(Act 1)",Japan,Japanese
287,Girls und Panzer: Motto Love Love Sakusen Desu!,"Girls und Panzer: Motto Love Love Sakusen Desu![c] is a four-part Japanese animated film series based on the manga series of the same name by Maruko Nii. Produced by P.A. Works and Actas, and distributed by Showgate, the film series was directed by Masami Shimoda, with Takahiko Usui serving as the series director, from a script written by Noboru Kimura, who also supervised the series composition. It features the daily lives of Girls und Panzer characters outside of sensha-dō.","Masami Shimoda, Takahiko Usui, [, a, ]","Noboru Kimura, [, b, ]",,"Mai Fuchigami, Ai Kayano, Mami Ozaki, Ikumi Nakagami, Yuka Iguchi, Misato Fukuen, Mikako Takahashi, Kana Ueda, Mika Kikuchi, Eri Sendai, Hitomi Takeuchi, Shiori Izawa, Nozomi Yamamoto, Ikumi Hayama, Ayane Sakura, Eri Kitamura, Mai Ishihara, Ayako Kawasumi, Maya Yoshioka, Hisako Kanemoto, Sumire Uesaka, Rie Tanaka, Hitomi Nabatame, Asami Seto, Mamiko Noto, Ayana Taketatsu, Yumi Hara",Junya Kodama,Masato Yoshitake,"December 26, 2025(Act 1)",Japan,Japanese
288,Give Me the Ball!,"Give Me the Ball! is a 2026 American documentary film directed by Liz Garbus and Elizabeth Wolff. The film is an intimate portrait of tennis champion and social activist Billie Jean King, examining her impact on sports and culture through archival footage and candid interviews.[1] The film is an ESPN Films 30 for 30 documentary produced by Ridley Scott Associates and Story Syndicate, in association with Elton John's Rocket Sports.[2] It premiered at the Sundance Film Festival on January 26, 2026.[1]","Liz Garbus, Elizabeth Wolff",,"Liz Garbus, Elizabeth Wolff, Dominic Crossley-Holland, Dan Cogan, Chris James, Gentry Kirby, Helen Russell, Andrew Mayz",Billie Jean King,"Tony Hardmon, Thorsten Thielow",Joshua L Pearson,"January 26, 2026(Sundance)",United States,English
289,Goat,"Goat (stylized in all caps) is a 2026 American animated sports comedy film produced by Columbia Pictures, Sony Pictures Animation, Unanimous Media, and Modern Magic Productions.[2] Directed by Tyree Dillihay, it stars Caleb McLaughlin as Will Harris, an anthropomorphic goat who aspires to become the greatest of all time at a basketball-like sport known as roarball. Gabrielle Union, Aaron Pierre, Nicola Coughlan, David Harbour, Nick Kroll, Jenifer Lewis, Patton Oswalt, Jelly Roll, Wayne Knight, Jennifer Hudson, Sherry Cola, Eduardo Franco, Andrew Santino and Bobby Lee also star, alongside basketball player Stephen Curry (who also produced) in his film debut.",Tyree Dillihay,,"Michelle Raimo Kouyate, Rodney Rothman, Adam Rosenberg, Stephen Curry, Erick Peyton","Caleb McLaughlin, Gabrielle Union, Aaron Pierre, Nicola Coughlan, David Harbour, Nick Kroll, Jenifer Lewis, Patton Oswalt, Jelly Roll, Jennifer Hudson, Sherry Cola, Eduardo Franco, Andrew Santino, Bobby Lee, Stephen Curry, Ayesha Curry",John Clark,Clare Knight,"February 6, 2026(Los Angeles)",United States,English
290,Godzilla Minus Zero,"Godzilla Minus Zero (Japanese: ゴジラ-0.0, Hepburn: Gojira Mainasu Zero) is an upcoming Japanese kaiju film written, directed, and with visual effects supervised by Takashi Yamazaki. A sequel to Godzilla Minus One (2023), it is the 39th film in the Godzilla franchise, the 34th film by Toho, and the sixth installment in the franchise's Reiwa era.[a] The film stars Ryunosuke Kamiki and Minami Hamabe, reprising their roles from Godzilla Minus One.",Takashi Yamazaki,Takashi Yamazaki,"Kazuaki Kishida, [, 1, ]","Ryunosuke Kamiki, Minami Hamabe",,,"November 3, 2026(Japan)",Japan,"Japanese, English, [, 2, ]"
291,Gohan,"The story follows a white stray dog with a pink nose named ""Gohan,"" whose life unfolds across three different stages. Throughout his journey, he longs for a place to call home and for an owner who can give him love and warmth.[2]","Chayanop Boonprakob, Nattawut Poonpiriya, Atta Hemwadee","Thodsapon Thiptinnakorn, Sopana Chaowiwatkul","Vanridee Pongsittisak, Nattawut Poonpiriya","Kitachima Yasushi, Poe Mamhe Thar, Chartchai Chinsri, Jinjett Wattanasin, Tontawan Tantivejakul",,,"April 2, 2026",Thai,"Thai, Japanese, Burmese"
292,The Good Maharaja,"The Good Maharaja (transl. The Good King) is an  upcoming Indo-Polish war epic film directed by Vikash Verma, and produced by G7 Films Poland. The film stars Sanjay Dutt in the title role of Digvijaysinhji Ranjitsinhji Jadeja, the Maharaja Jam Sahib of Nawanagar (now Jamnagar, Gujarat, India).[2][1][3] The film also features Dhruv Verma in lead role,[4] while Deepraj Rana, Gulshan Grover and Sharad Kapoor in supporting roles.[5] The film is scheduled for a worldwide release on December 18, 2026, through a collaboration between Steamroller Productions and G7 Films.[6][7]",Vikash Verma,Hitesh Desai,G7 Films Poland,"Sanjay Dutt, Dhruv Verma, Deepraj Rana, Gulshan Grover, Sharad Kapoor",,,18 December 2026,"India, Poland","Hindi, English, Polish"
293,Good Sex,"Good Sex is an upcoming American romantic comedy film written, produced and directed by Lena Dunham. It stars Natalie Portman, Mark Ruffalo, Tucker Pillsbury, Tramell Tillman, Rashida Jones, and Meg Ryan. The film will be released on Netflix in 2026.",Lena Dunham,Lena Dunham,"Lena Dunham, Michael P. Cohen, Natalie Portman, Sophie Mas","Natalie Portman, Mark Ruffalo, Tucker Pillsbury, Tramell Tillman, Rashida Jones, Meg Ryan",Sam Levy,Mark Day,2026,United States,English
294,Gorky Resort,"Gorky Resort (Pojedynek) is a 2026 feature film directed by Łukasz Palkowski, a co-production of Poland, Ireland, Ukraine and Cyprus.[1] The distributor describes the film as a historical thriller,[2] and some press announcements present it as a production in a “wartime noir” aesthetic.[3] The theatrical premiere in Poland was on 27 February 2026.[1]",Łukasz Palkowski,,,,Piotr Sobociński Jr.,Nikodem Chabior,27 February 2026(Poland),"Poland, Ireland, Ukraine, Cyprus","Polish, English, Russian, French"
295,Graduation Day,"After graduating in Bachelor of Arts in Film and Audio Visual Communication at the University of the Philippines Diliman, director Dante Balboa started filming his directorial debut with the cast and crew on March 18, 2025.[5] He said that writing film was not new to him as he has a Master's in Communication from the Polytechnic University of the Philippines, and enjoyed joining the Screenplay Category at Palanca Literary Contest.[6] He also said that he never thought that the Graduation Day was going to be a film because he wrote the screenplay of this film so long ago. Balboa said that he had been friends with Benjie Austria for more than 15 years, the producer of Broken Blooms, Huwag Mo 'Kong Iwan, and Fatherland.[5]",Dante Balboa,Dante Balboa,,"Elizabeth Oropesa, Jeric Gonzales",T.M. Malones,John Anthony L. Wong,"March 18, 2026",Philippines,Filipino
